,token,liqToken,timestamp,high,low
0,0x000000000ca5171087C18fB271ca844A2370fC0a,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:18:00,0.3299649923680193,0.3299649923680193
1,0x000351d035D8BBf2aa3131EbFECD66Fb21836f6c,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,0.0355949920669541,0.035523974378689385
2,0x000c6322Df760155bBe4F20F2EDD8F4Cd35733A6,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:16:00,70151115047.14102,70151115047.14102
3,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:23:00,2.7060065971665717,2.6829372131026705
4,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:24:00,2.697328097905633,2.680758488457448
5,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:16:00,2.697134104406402,2.680230091352656
6,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,2.6944100566776323,2.676133862122668
7,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,2.694439023574571,2.676942260332341
8,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 22:23:00,2.7904223272815645,2.7743024257265803
9,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 22:24:00,2.7734019441771114,2.7729467065777897
10,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:16:00,2.7805100970702137,2.7799190729198293
11,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:17:00,2.7791824045507902,2.7650887007868814
12,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:18:00,2.7796117223706776,2.7641937252964333
13,0x018F49822d593f88843777e0956Af74C87012219,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 22:23:00,0.06520975282074482,0.06520975282074482
14,0x02c5cE497ca02602c68407BfaB624996437c09B7,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:17:00,6.453776621638755e-08,6.453776621638755e-08
15,0x02fF5065692783374947393723dbA9599e59F591,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,805.39340385525,805.39340385525
16,0x032A4E59387e08443Cf1df662141da09c31ceFa1,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 22:23:00,3.7316184092759426,3.7316184092759426
17,0x032A4E59387e08443Cf1df662141da09c31ceFa1,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:18:00,3.7057266980123904,3.7057266980123904
18,0x03D997D8C1E7CDeF8270E1E863aC6414e995e8b1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:23:00,2848.431944349843,2848.431944349843
19,0x03fF0ff224f904be3118461335064bB48Df47938,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:23:00,0.22139642311152727,0.22139642311152727
20,0x03fF0ff224f904be3118461335064bB48Df47938,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:16:00,0.22024702078132816,0.22024702078132816
21,0x03fF0ff224f904be3118461335064bB48Df47938,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,0.2191535947882979,0.2191535947882979
22,0x04260673729c5F2b9894A467736f3D85F8d34fC8,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:23:00,1.0867341543528732,1.0749572085688628
23,0x04260673729c5F2b9894A467736f3D85F8d34fC8,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:16:00,1.0896136258479405,1.0838900170298154
24,0x04260673729c5F2b9894A467736f3D85F8d34fC8,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,1.0916742082964286,1.08551989210851
25,0x04260673729c5F2b9894A467736f3D85F8d34fC8,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,1.0917846799979125,1.0818390249405596
26,0x043b49749e0016E965600d502E2177cA2d95B3d9,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:16:00,3124737.6295851707,3124737.6295851707
27,0x047a02a57501a813975b2D347278Fdd3dF671E86,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,2.289325160225095e-08,2.289325160225095e-08
28,0x0496CcD13c9848f9c7d1507D1dd86a360B51b596,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:24:00,1.8661691900640438,1.8661691900640438
29,0x0496CcD13c9848f9c7d1507D1dd86a360B51b596,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,1.9475820925070921,1.9264320082034685
30,0x0496CcD13c9848f9c7d1507D1dd86a360B51b596,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,1.9045696563554981,1.8923972616014737
31,0x0496CcD13c9848f9c7d1507D1dd86a360B51b596,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:17:00,2.011687472251651,2.011687472251651
32,0x0496CcD13c9848f9c7d1507D1dd86a360B51b596,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:18:00,1.986172033767486,1.986172033767486
33,0x04C747b40Be4D535fC83D09939fb0f626F32800B,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:23:00,0.13544743818050595,0.13544743818050595
34,0x04C747b40Be4D535fC83D09939fb0f626F32800B,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:16:00,0.15162711062707127,0.15162711062707127
35,0x04C747b40Be4D535fC83D09939fb0f626F32800B,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,0.15127039414832583,0.1445690928484553
36,0x04C747b40Be4D535fC83D09939fb0f626F32800B,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,0.15251608966897365,0.14725934982274172
37,0x050787DE0cF5Da03D9387b344334D51cAE5DD0Fd,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,0.00863285867576463,0.00863285867576463
38,0x05e4fB51b0B12a8E8778C8708c585be036b21050,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,3.800985753840982e-08,3.725847781225427e-08
39,0x05e4fB51b0B12a8E8778C8708c585be036b21050,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,3.843867639815779e-08,3.509434642142958e-08
40,0x06CD96e69daC378C798c09Ed43a4512d97b8a07e,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:16:00,0.02808817057349318,0.02788565487393169
41,0x0751E3e9423dDE51144d7aBF485743f62009c9aF,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,64.7803225855332,64.7803225855332
42,0x0790353fAE46644Af78855aE1804e408AA364c10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:23:00,0.000696005878677849,0.000696005878677849
43,0x0856978F7fFff0a2471B4520E3521c4B3343e36f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,0.2525939594971694,0.2525939594971694
