,token,liqToken,timestamp,high,low,mean,name,symbol,verified
0,0x000000000ca5171087C18fB271ca844A2370fC0a,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:18:00,0.3299649923680193,0.3299649923680193,0.3299649923680193,Merkle Network Token,MERKLE,True
1,0x000351d035D8BBf2aa3131EbFECD66Fb21836f6c,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,0.0355949920669541,0.0355239743786893,0.0355594832228217,,,True
2,0x000c6322Df760155bBe4F20F2EDD8F4Cd35733A6,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:16:00,70151115047.14102,70151115047.14102,70151115047.14102,Power Token,POWER,True
3,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:23:00,2.706006597166572,2.6829372131026705,2.6944719051346215,Bomber Coin,BCOIN,True
4,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 22:24:00,2.697328097905633,2.680758488457448,2.6890432931815402,Bomber Coin,BCOIN,True
5,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:16:00,2.697134104406402,2.680230091352656,2.688682097879529,Bomber Coin,BCOIN,True
6,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:17:00,2.6944100566776323,2.676133862122668,2.68527195940015,Bomber Coin,BCOIN,True
7,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,2.694439023574571,2.676942260332341,2.685690641953456,Bomber Coin,BCOIN,True
8,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 22:23:00,2.7904223272815645,2.7743024257265803,2.7823623765040724,Bomber Coin,BCOIN,True
9,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 22:24:00,2.7734019441771114,2.7729467065777897,2.7731743253774503,Bomber Coin,BCOIN,True
10,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:16:00,2.7805100970702137,2.7799190729198293,2.7802145849950213,Bomber Coin,BCOIN,True
11,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:17:00,2.7791824045507902,2.7650887007868814,2.7721355526688356,Bomber Coin,BCOIN,True
12,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:18:00,2.7796117223706776,2.7641937252964333,2.7719027238335556,Bomber Coin,BCOIN,True
13,0x018F49822d593f88843777e0956Af74C87012219,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 22:23:00,0.0652097528207448,0.0652097528207448,0.0652097528207448,DNF,DNF,True
14,0x02c5cE497ca02602c68407BfaB624996437c09B7,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:17:00,6.453776621638755e-08,6.453776621638755e-08,6.453776621638755e-08,SHIBA INU,SHIB,True
15,0x02fF5065692783374947393723dbA9599e59F591,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,2021-12-30 23:18:00,805.39340385525,805.39340385525,805.39340385525,YOOSHI,YOOSHI,True
16,0x032A4E59387e08443Cf1df662141da09c31ceFa1,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 22:23:00,3.731618409275943,3.731618409275943,3.731618409275943,Hero Cat Key,HCK,True
17,0x032A4E59387e08443Cf1df662141da09c31ceFa1,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,2021-12-30 23:18:00,3.7057266980123904,3.7057266980123904,3.7057266980123904,Hero Cat Key,HCK,True
